time_rel(sec),velocity(m/s)
73556.22641509434,1116.0
73556.37735849057,567.0
73557.28301886792,181.00000000000003
73557.43396226416,194.0
73558.18867924529,44.0
73558.3396226415,680.9999999999999
73558.49056603774,1152.0
73558.64150943396,1218.0
73558.7924528302,830.0
73558.94339622642,162.0
73559.69811320755,354.99999999999994
73559.84905660378,458.0
73560.0,107.0
73560.75471698113,347.0
73560.90566037736,924.0
73561.05660377358,901.0
73561.2075471698,265.0
73561.96226415095,572.0
73562.11320754717,970.0
73562.2641509434,655.0
73563.01886792453,853.0
73563.16981132075,1579.0000000000002
73563.32075471699,1517.0
73563.47169811321,702.0
73564.22641509434,487.0
73564.37735849057,760.0
73564.52830188679,463.99999999999994
73565.1320754717,32.0
73565.28301886792,416.0
73565.43396226416,403.0
73566.3396226415,421.0
73566.49056603774,486.0
73566.64150943396,62.0
73567.54716981133,188.0
73567.69811320755,23.999999999999996
73568.30188679245,668.0
73568.45283018867,1286.0
73568.60377358491,1431.0
73568.75471698113,944.0
73568.90566037736,51.00000000000001
73569.50943396226,535.0
73569.6603773585,1484.0
73569.81132075471,1868.0
73569.96226415095,1480.0
73570.11320754717,514.0
73571.01886792453,195.0
73571.16981132075,310.0
73571.32075471699,79.00000000000001
73572.37735849057,57.0
73572.52830188679,112.0
73572.67924528301,26.0
73573.28301886792,145.0
73573.43396226416,276.0
73573.58490566038,240.0
73573.7358490566,43.0
73574.18867924529,28.999999999999996
73574.3396226415,428.0
73574.49056603774,766.0
73574.64150943396,840.0
73574.7924528302,632.0000000000001
73574.94339622642,329.0
73575.09433962264,183.0
73575.24528301887,311.0
73575.39622641509,586.0
73575.54716981133,728.0
73575.69811320755,506.0
73577.50943396226,341.0
73577.6603773585,555.0
73577.81132075471,446.99999999999994
73577.96226415095,41.0
73578.71698113208,124.0
73578.8679245283,516.0
73579.01886792453,696.0
73579.16981132075,659.0
73579.32075471699,496.0
73579.47169811321,333.00000000000006
73579.62264150943,264.0
73579.77358490566,311.0
73579.92452830188,415.0
73580.07547169812,469.0
73580.22641509434,374.0
73580.37735849057,101.0
73582.03773584905,202.0
73582.18867924529,707.0
73582.3396226415,1082.0
73582.49056603774,1204.0
73582.64150943396,1075.0
73582.7924528302,795.0
73582.94339622642,482.0
73583.09433962264,200.0
73584.90566037736,74.0
73585.05660377358,706.0
73585.2075471698,1149.0
73585.35849056604,1209.0
73585.50943396226,879.0000000000001
73585.6603773585,344.0
73587.32075471699,225.99999999999997
73587.47169811321,451.99999999999994
73587.62264150943,540.0
73587.77358490566,429.0
73587.92452830188,144.0
73589.58490566038,14.0
73589.7358490566,479.0
73589.88679245283,879.0000000000001
73590.03773584905,976.0000000000001
73590.18867924529,680.9999999999999
73590.3396226415,120.0
73591.09433962264,126.0
73591.24528301887,250.0
73591.39622641509,55.0
73592.30188679245,608.0
73592.45283018867,1135.0
73592.60377358491,1316.0
73592.75471698113,1059.0
73592.90566037736,442.00000000000006
73593.81132075471,434.99999999999994
73593.96226415095,402.0
73594.8679245283,891.0
73595.01886792453,1580.0
73595.16981132075,1472.9999999999998
73595.32075471699,675.0
73595.92452830188,555.0
73596.07547169812,1370.0
73596.22641509434,1485.0
73596.37735849057,734.0000000000001
73597.28301886792,220.0
73597.43396226416,317.0
73598.18867924529,118.0
73598.3396226415,1007.0
73598.49056603774,1586.0
73598.64150943396,1608.9999999999998
73598.7924528302,1101.0
73598.94339622642,311.0
73599.69811320755,227.00000000000003
73599.84905660378,443.0
73600.0,231.99999999999997
73600.75471698113,142.0
73600.90566037736,900.0
73601.05660377358,1206.0
73601.2075471698,874.0
73601.35849056604,94.0
73602.11320754717,310.0
73602.2641509434,511.0
73602.41509433962,307.0
73603.01886792453,320.0
73603.16981132075,808.0
73603.32075471699,1019.0
73603.47169811321,806.0
73603.62264150943,269.0
73605.43396226416,155.0
73605.58490566038,643.0
73605.7358490566,937.0
73605.88679245283,973.0
73606.03773584905,805.0
73606.18867924529,547.0
73606.3396226415,300.0
73606.49056603774,102.00000000000001
73607.84905660378,62.0
73608.0,234.0
73608.15094339622,388.0
73608.30188679245,471.00000000000006
73608.45283018867,420.0
73608.60377358491,211.0
73610.41509433962,356.0
73610.56603773584,767.0
73610.71698113208,922.9999999999999
73610.8679245283,727.0
73611.01886792453,276.0
73612.67924528301,101.0
73612.83018867925,428.0
73612.98113207547,703.0
73613.1320754717,844.0
73613.28301886792,803.0
73613.43396226416,565.0
73613.58490566038,173.0
73614.49056603774,141.0
73615.39622641509,358.0
73615.54716981133,1152.0
73615.69811320755,1326.0
73615.84905660378,740.0
73616.60377358491,801.9999999999999
73616.75471698113,1361.9999999999998
73616.90566037736,1031.0
73617.81132075471,829.0
73617.96226415095,1401.0
73618.11320754717,1275.0
73618.2641509434,738.0
73618.41509433962,251.0
73618.56603773584,107.0
73618.71698113208,250.0
73618.8679245283,383.0
73619.01886792453,248.0
73620.67924528301,237.0
73620.83018867925,721.0
73620.98113207547,880.0
73621.1320754717,634.0
73621.28301886792,166.0
73622.49056603774,61.00000000000001
73622.64150943396,482.0
73622.7924528302,859.0
73622.94339622642,880.0
73623.09433962264,445.0
73623.69811320755,174.0
73623.84905660378,919.0
73624.0,1193.0
73624.15094339622,716.0
73625.05660377358,92.99999999999999
73625.2075471698,168.99999999999997
73625.96226415095,506.0
73626.11320754717,1293.9999999999998
73626.2641509434,1535.9999999999998
73626.41509433962,1150.0
73626.56603773584,413.00000000000006
73627.62264150943,54.0
73627.77358490566,201.0
73627.92452830188,392.0
73628.07547169812,516.0
73628.22641509434,474.0
73628.37735849057,286.0
73628.52830188679,95.99999999999999
73628.67924528301,64.0
73628.83018867925,228.0
73628.98113207547,456.0
73629.1320754717,531.0
73629.28301886792,308.0
73630.64150943396,23.0
73630.7924528302,149.0
73630.94339622642,294.0
73631.09433962264,403.0
73631.24528301887,402.0
73631.39622641509,264.0
73631.54716981133,32.0
73632.45283018867,148.0
73632.60377358491,374.0
73632.75471698113,519.0
73632.90566037736,537.0
73633.05660377358,438.0
73633.2075471698,295.0
73633.35849056604,207.0
73633.50943396226,229.0
73633.6603773585,323.0
73633.81132075471,369.0
73633.96226415095,252.0
73635.32075471699,87.0
73635.47169811321,217.0
73635.62264150943,413.00000000000006
73635.77358490566,593.0
73635.92452830188,614.0
73636.07547169812,396.00000000000006
73636.22641509434,5.0
73636.98113207547,31.0
73637.88679245283,366.0
73638.03773584905,723.0
73638.18867924529,769.0
73638.3396226415,492.0
73638.49056603774,60.0
73639.84905660378,268.0
73640.0,492.0
73640.15094339622,509.99999999999994
73640.30188679245,320.99999999999994
73640.45283018867,82.0
73640.60377358491,2.9999999999999996
73640.75471698113,188.0
73640.90566037736,532.0
73641.05660377358,772.0
73641.2075471698,663.0
73641.35849056604,167.0
73642.11320754717,360.0
73642.2641509434,864.9999999999999
73642.41509433962,856.0
73642.56603773584,328.0
73643.62264150943,147.0
73643.77358490566,129.0
73644.37735849057,165.0
73644.52830188679,578.0
73644.67924528301,956.0
73644.83018867925,1120.0
73644.98113207547,968.0
73645.1320754717,543.0
73645.28301886792,26.0
73645.88679245283,25.0
73646.03773584905,155.0
73646.18867924529,17.0
73646.94339622642,453.0
73647.09433962264,790.0
73647.24528301887,669.0
73647.39622641509,112.0
73648.15094339622,80.0
73648.30188679245,402.0
73648.45283018867,278.0
73649.2075471698,259.0
73649.35849056604,994.0
73649.50943396226,1423.0
73649.6603773585,1364.0
73649.81132075471,876.0
73649.96226415095,217.0
73650.56603773584,28.0
73650.71698113208,219.0
73650.8679245283,88.0
73651.77358490566,220.0
73651.92452830188,583.0
73652.07547169812,471.00000000000006
73652.98113207547,727.0
73653.1320754717,1310.0
73653.28301886792,1448.0000000000002
73653.43396226416,1152.0
73653.58490566038,630.0
73653.7358490566,150.0
73655.24528301887,81.0
73655.39622641509,478.0
73655.54716981133,602.0
73655.69811320755,335.0
73656.60377358491,241.0
73656.75471698113,502.0
73656.90566037736,280.0
73657.6603773585,118.0
73657.81132075471,908.0000000000001
73657.96226415095,1336.0
73658.11320754717,1245.0
73658.2641509434,781.0
73658.41509433962,286.0
73658.56603773584,78.0
73658.71698113208,242.0
73658.8679245283,582.0
73659.01886792453,756.0
73659.16981132075,508.0
73660.07547169812,9.0
73660.22641509434,533.0
73660.37735849057,601.0
73660.52830188679,289.0
73661.1320754717,256.0
73661.28301886792,478.0
73661.43396226416,391.0
73661.58490566038,32.0
73662.64150943396,28.999999999999996
73662.7924528302,172.0
73662.94339622642,451.99999999999994
73663.09433962264,730.0
73663.24528301887,763.0000000000001
73663.39622641509,415.0
73664.15094339622,340.0
73664.30188679245,777.0
73664.45283018867,627.0000000000001
73665.35849056604,692.0
73665.50943396226,859.9999999999999
73665.6603773585,387.0
73666.41509433962,488.00000000000006
73666.56603773584,772.9999999999999
73666.71698113208,570.0
73666.8679245283,152.0
73667.16981132075,205.0
73667.32075471699,764.0
73667.47169811321,1186.0
73667.62264150943,1069.0
73667.77358490566,362.00000000000006
73668.67924528301,267.0
73668.83018867925,62.0
73669.7358490566,627.0000000000001
73669.88679245283,1094.0
73670.03773584905,1252.0
73670.18867924529,1144.0
73670.3396226415,849.0
73670.49056603774,449.0
73670.64150943396,31.0
73671.39622641509,27.0
73672.30188679245,442.00000000000006
73672.45283018867,777.0
73672.60377358491,607.0
73673.50943396226,251.0
73673.6603773585,387.0
73673.81132075471,124.0
73674.41509433962,221.00000000000003
73674.56603773584,627.0000000000001
73674.71698113208,785.0
73674.8679245283,702.0
73675.01886792453,547.0
73675.16981132075,472.0
73675.32075471699,476.00000000000006
73675.47169811321,421.0
73675.62264150943,188.0
73677.28301886792,395.0
73677.43396226416,699.0
73677.58490566038,703.0
73677.7358490566,406.0
73680.0,147.0
73680.15094339622,660.0
73680.30188679245,1050.0
73680.45283018867,1055.0
73680.60377358491,605.0
73681.6603773585,87.0
73681.81132075471,254.0
73681.96226415095,351.0
73682.11320754717,427.0
73682.2641509434,478.0
73682.41509433962,477.0
73682.56603773584,436.0
73682.71698113208,428.0
73682.8679245283,527.0
73683.01886792453,733.0
73683.16981132075,926.0
73683.32075471699,927.0
73683.47169811321,615.0
73683.62264150943,28.999999999999996
73685.58490566038,706.0
73685.7358490566,1190.0
73685.88679245283,1126.0
73686.03773584905,570.0
73686.64150943396,64.0
73686.7924528302,591.0
73686.94339622642,748.0
73687.09433962264,428.0
73687.69811320755,299.0
73687.84905660378,868.0
73688.0,973.0
73688.15094339622,456.0
73689.05660377358,440.0
73689.2075471698,509.99999999999994
73689.35849056604,224.0
73689.81132075471,292.0
73689.96226415095,783.0
73690.11320754717,1074.0
73690.2641509434,966.0
73690.41509433962,514.0
73692.52830188679,294.0
73692.67924528301,917.0
73692.83018867925,1118.0
73692.98113207547,755.0
73693.1320754717,5.0
73693.7358490566,382.0
73693.88679245283,1248.0
73694.03773584905,1648.0
73694.18867924529,1426.0
73694.3396226415,794.0
73694.49056603774,158.00000000000003
73694.94339622642,149.0
73695.09433962264,253.0
73695.24528301887,68.0
73696.60377358491,28.0
73696.75471698113,276.0
73696.90566037736,438.0
73697.05660377358,460.0
73697.2075471698,378.0
73697.35849056604,293.0
73697.50943396226,284.0
73697.6603773585,318.0
73697.81132075471,267.0
73697.96226415095,33.0
73698.56603773584,36.0
73698.71698113208,703.0
73698.8679245283,1079.0
73699.01886792453,829.0
73699.16981132075,8.0
73699.77358490566,274.0
73699.92452830188,1414.9999999999998
73700.07547169812,1850.0
73700.22641509434,1268.0
73701.1320754717,360.0
73701.28301886792,682.0
73701.43396226416,292.0
73702.18867924529,834.0
73702.3396226415,1566.0
73702.49056603774,1681.9999999999998
73702.64150943396,1150.0
73702.7924528302,261.0
73703.54716981133,272.0
73703.69811320755,421.0
73703.84905660378,112.0
73704.60377358491,180.0
73704.75471698113,833.0
73704.90566037736,1023.0
73705.05660377358,656.0
73705.81132075471,234.0
73705.96226415095,992.0
73706.11320754717,1434.0
73706.2641509434,1373.0
73706.41509433962,832.0
73706.56603773584,14.0
73707.32075471699,52.0
73707.47169811321,700.0000000000001
73707.62264150943,902.0
73707.77358490566,547.0
73708.83018867925,244.00000000000003
73708.98113207547,207.0
73709.1320754717,81.0
73709.28301886792,125.0
73709.43396226416,431.0
73709.58490566038,835.9999999999999
73709.7358490566,1038.0
73709.88679245283,817.0
73710.03773584905,214.0
73710.7924528302,74.0
73710.94339622642,400.0
73711.09433962264,425.00000000000006
73711.24528301887,252.0
73711.39622641509,95.99999999999999
73711.54716981133,115.0
73711.69811320755,308.0
73711.84905660378,534.0
73712.0,620.0
73712.15094339622,482.0
73712.30188679245,168.0
73714.11320754717,324.0
73714.2641509434,634.0
73714.41509433962,756.0
73714.56603773584,638.0
73714.71698113208,332.0
73715.77358490566,88.0
73715.92452830188,155.0
73716.07547169812,238.00000000000003
73716.22641509434,342.0
73716.37735849057,413.00000000000006
73716.52830188679,380.0
73716.67924528301,212.0
73718.03773584905,83.0
73718.18867924529,254.0
73718.3396226415,439.0
73718.49056603774,517.0
73718.64150943396,381.0
73718.7924528302,31.0
73719.69811320755,100.0
73719.84905660378,168.99999999999997
73720.0,31.0
73720.45283018867,5.999999999999999
73720.60377358491,409.0
73720.75471698113,812.0
73720.90566037736,995.9999999999999
73721.05660377358,846.0
73721.2075471698,417.99999999999994
73723.01886792453,45.0
73723.16981132075,594.0
73723.32075471699,1006.0
73723.47169811321,1082.0
73723.62264150943,762.0
73723.77358490566,167.0
73724.52830188679,159.0
73724.67924528301,359.0
73724.83018867925,126.0
73725.58490566038,312.0
73725.7358490566,1120.0
73725.88679245283,1409.0
73726.03773584905,1015.0000000000001
73726.18867924529,178.0
73726.7924528302,39.0
73726.94339622642,539.0
73727.09433962264,594.0
73727.24528301887,233.0
73727.84905660378,445.0
73728.0,772.9999999999999
73728.15094339622,607.0
73729.05660377358,575.0
73729.2075471698,855.0000000000001
73729.35849056604,492.99999999999994
73730.11320754717,451.99999999999994
73730.2641509434,1220.0
73730.41509433962,1389.0
73730.56603773584,884.0000000000001
73730.71698113208,17.0
73731.47169811321,264.0
73731.62264150943,260.0
73732.83018867925,191.99999999999997
73732.98113207547,446.0
73733.1320754717,806.9999999999999
73733.28301886792,1204.0
73733.43396226416,1451.0
73733.58490566038,1372.0
73733.7358490566,931.0
73733.88679245283,280.0
73734.7924528302,83.0
73736.0,451.99999999999994
73736.15094339622,741.0
73736.30188679245,728.0
73736.45283018867,448.0
73736.60377358491,52.0
73737.2075471698,49.0
73737.35849056604,319.0
73737.50943396226,409.0
73737.6603773585,248.99999999999997
73738.56603773584,371.99999999999994
73738.71698113208,826.0000000000001
73738.8679245283,930.0
73739.01886792453,598.0
73739.92452830188,375.0
73740.07547169812,723.0
73740.22641509434,691.0
73740.37735849057,403.0
73740.52830188679,141.0
73740.67924528301,138.0
73740.83018867925,411.0
73740.98113207547,742.0
73741.1320754717,832.0
73741.28301886792,514.0
73742.18867924529,190.0
73742.3396226415,214.99999999999997
73743.24528301887,296.0
73743.39622641509,896.0
73743.54716981133,918.0000000000001
73743.69811320755,399.0
73744.30188679245,197.0
73744.45283018867,935.0
73744.60377358491,1271.0
73744.75471698113,968.0
73744.90566037736,168.99999999999997
73745.6603773585,765.0
73745.81132075471,1391.0
73745.96226415095,1444.0
73746.11320754717,930.0
73746.2641509434,109.0
73747.01886792453,242.0
73747.16981132075,694.0
73747.32075471699,726.0
73747.47169811321,309.0
73748.37735849057,157.0
73748.52830188679,446.99999999999994
73748.67924528301,337.0
73749.43396226416,550.0
73749.58490566038,969.0
73749.7358490566,983.0
73749.88679245283,551.0
73750.64150943396,36.0
73750.7924528302,459.00000000000006
73750.94339622642,505.00000000000006
73751.09433962264,147.0
73751.69811320755,2.0
73751.84905660378,774.0
73752.0,1300.0
73752.15094339622,1265.0
73752.30188679245,646.9999999999999
73753.2075471698,499.0
73753.35849056604,556.0
73753.50943396226,92.99999999999999
73754.2641509434,603.0
73754.41509433962,1238.0
73754.56603773584,1266.0
73754.71698113208,662.0
73755.47169811321,83.0
73755.62264150943,654.0
73755.77358490566,698.0
73755.92452830188,203.0
73756.67924528301,868.0
73756.83018867925,1455.0
73756.98113207547,1411.0
73757.1320754717,776.0
73757.88679245283,134.0
73758.03773584905,517.0
73758.18867924529,472.0
73758.3396226415,28.0
73759.24528301887,92.99999999999999
73759.39622641509,236.0
73759.54716981133,115.0
73760.0,57.0
73760.15094339622,572.0
73760.30188679245,1119.0
73760.45283018867,1363.0
73760.60377358491,1086.0
73760.75471698113,348.0
73761.50943396226,347.0
73761.6603773585,654.0
73761.81132075471,348.0
73762.56603773584,483.0
73762.71698113208,1188.0
73762.8679245283,1195.0
73763.01886792453,494.0
73763.77358490566,233.0
73763.92452830188,662.0
73764.07547169812,573.0
73764.22641509434,155.0
73764.67924528301,292.0
73764.83018867925,804.0
73764.98113207547,1013.0
73765.1320754717,720.0
73765.28301886792,46.0
73766.03773584905,102.00000000000001
73766.18867924529,294.0
73766.3396226415,62.0
73767.09433962264,304.0
73767.24528301887,1097.0
73767.39622641509,1457.0
73767.54716981133,1178.0
73767.69811320755,392.0
73768.45283018867,537.0
73768.60377358491,790.0
73768.75471698113,434.0
73769.50943396226,586.0
73769.6603773585,1142.0
73769.81132075471,1038.0
73769.96226415095,351.0
73770.71698113208,637.0000000000001
73770.8679245283,832.0
73771.01886792453,473.0
73771.92452830188,102.00000000000001
73772.07547169812,65.0
73772.83018867925,162.0
73772.98113207547,198.00000000000003
73773.1320754717,52.0
73773.58490566038,101.0
73773.7358490566,434.0
73773.88679245283,618.0
73774.03773584905,469.0
73774.18867924529,35.0
73774.7924528302,606.0
73774.94339622642,1257.0
73775.09433962264,1400.0000000000002
73775.24528301887,869.9999999999999
73776.15094339622,340.0
73776.30188679245,490.0
73776.45283018867,65.0
73777.2075471698,240.0
73777.35849056604,568.0
73777.50943396226,374.0
73778.11320754717,302.0
73778.2641509434,1209.0
73778.41509433962,1780.0
73778.56603773584,1624.0
73778.71698113208,759.0
73779.47169811321,40.0
73779.62264150943,606.0
73779.77358490566,574.0
73779.92452830188,4.0
73780.67924528301,769.0
73780.83018867925,1288.9999999999998
73780.98113207547,1218.0
73781.1320754717,626.0
73782.03773584905,404.0
73782.18867924529,499.0
73782.3396226415,193.0
73783.09433962264,54.0
73783.24528301887,854.0
73783.39622641509,1327.0000000000002
73783.54716981133,1212.0
73783.69811320755,547.0
73784.45283018867,206.0
73784.60377358491,640.0
73784.75471698113,542.0
73784.90566037736,22.0
73785.50943396226,568.0
73785.6603773585,1104.0
73785.81132075471,1032.0
73785.96226415095,331.0
73786.71698113208,207.0
73786.8679245283,629.0
73787.01886792453,432.0
73787.77358490566,492.99999999999994
73787.92452830188,1328.0
73788.07547169812,1615.0
73788.22641509434,1223.0
73788.37735849057,403.0
73788.98113207547,15.0
73789.1320754717,492.0
73789.28301886792,601.0
73789.43396226416,282.0
73791.09433962264,118.0
73791.24528301887,229.0
73791.39622641509,230.0
73791.54716981133,123.0
73791.69811320755,1.0
73792.0,36.0
73792.15094339622,125.0
73792.30188679245,118.0
73793.05660377358,39.0
73793.2075471698,193.0
73793.35849056604,143.0
73793.96226415095,317.0
73794.11320754717,895.0
73794.2641509434,1216.0
73794.41509433962,990.0
73794.56603773584,257.0
73795.32075471699,424.0
73795.47169811321,685.0
73795.62264150943,324.0
73796.37735849057,453.0
73796.52830188679,874.0
73796.67924528301,641.9999999999999
73797.43396226416,202.0
73797.58490566038,840.0
73797.7358490566,891.0
73797.88679245283,351.0
73798.49056603774,345.00000000000006
73798.64150943396,1160.0
73798.7924528302,1463.0000000000002
73798.94339622642,1040.0
73799.09433962264,128.0
73799.84905660378,265.0
73800.0,322.0
73801.05660377358,28.0
73801.2075471698,92.99999999999999
73801.35849056604,110.0
73801.50943396226,308.0
73801.6603773585,767.0
73801.81132075471,1332.0000000000002
73801.96226415095,1691.0
73802.11320754717,1591.0
73802.2641509434,1022.0
73802.41509433962,239.0
73803.16981132075,200.0
73803.32075471699,127.0
73804.67924528301,0.0
73804.83018867925,77.0
73804.98113207547,112.99999999999999
73805.1320754717,122.00000000000001
73805.28301886792,131.0
73805.43396226416,172.0
73805.58490566038,246.0
73805.7358490566,306.0
73805.88679245283,289.0
73806.03773584905,172.0
73806.18867924529,11.999999999999998
73806.64150943396,126.0
73806.7924528302,251.0
73806.94339622642,208.0
73807.69811320755,467.0
73807.84905660378,824.0
73808.0,777.0
73808.15094339622,285.0
73808.90566037736,227.00000000000003
73809.05660377358,457.0
73809.2075471698,252.0
73809.81132075471,245.0
73809.96226415095,707.0
73810.11320754717,738.9999999999999
73810.2641509434,234.0
73811.01886792453,81.0
73811.16981132075,524.0
73811.32075471699,443.0
73812.07547169812,134.0
73812.22641509434,958.0
73812.37735849057,1502.0
73812.52830188679,1534.0
73812.67924528301,1064.0
73812.83018867925,315.0
73813.58490566038,250.0
73813.7358490566,477.0
73813.88679245283,280.0
73814.7924528302,522.0
73814.94339622642,810.0
73815.09433962264,556.0
73815.84905660378,257.0
73816.0,755.0
73816.15094339622,777.9999999999999
73816.30188679245,322.0
73817.05660377358,604.0
73817.2075471698,913.0000000000001
73817.35849056604,749.0
73817.50943396226,231.0
73818.41509433962,100.0
73818.56603773584,120.0
73818.71698113208,1.0
73819.62264150943,462.0
73819.77358490566,1052.0
73819.92452830188,1388.0
73820.07547169812,1240.0
73820.22641509434,614.0
73821.1320754717,263.0
73821.28301886792,132.0
73822.49056603774,123.0
73822.64150943396,433.0
73822.7924528302,932.0
73822.94339622642,1409.9999999999998
73823.09433962264,1543.0
73823.24528301887,1142.0
73823.39622641509,340.0
73824.0,115.0
73824.15094339622,641.9999999999999
73824.30188679245,662.0
73824.45283018867,128.0
73825.35849056604,36.0
73826.11320754717,26.0
73826.2641509434,398.0
73826.41509433962,480.0
73826.56603773584,241.0
73827.01886792453,268.0
73827.16981132075,941.0
73827.32075471699,1463.0000000000002
73827.47169811321,1418.0
73827.62264150943,708.0
73828.52830188679,514.0
73828.67924528301,407.0
73829.43396226416,399.0
73829.58490566038,1147.0
73829.7358490566,1306.0
73829.88679245283,832.0
73830.03773584905,83.0
73830.64150943396,432.0
73830.7924528302,617.0
73830.94339622642,368.0
73832.75471698113,140.0
73832.90566037736,274.0
73833.05660377358,223.0
73833.2075471698,46.0
73833.6603773585,26.0
73833.81132075471,240.0
73833.96226415095,362.00000000000006
73834.11320754717,293.0
73834.2641509434,78.0
73834.71698113208,187.0
73834.8679245283,615.0
73835.01886792453,924.0
73835.16981132075,885.0
73835.32075471699,459.00000000000006
73836.07547169812,86.0
73836.22641509434,380.0
73836.37735849057,312.0
73837.43396226416,45.0
73838.03773584905,11.999999999999998
73838.18867924529,144.0
73838.3396226415,166.0
73838.49056603774,67.0
73838.94339622642,162.0
73839.09433962264,370.0
73839.24528301887,403.0
73839.39622641509,150.0
73840.15094339622,128.0
73840.30188679245,432.0
73840.45283018867,340.0
73841.05660377358,115.0
73841.2075471698,914.0
73841.35849056604,1496.0
73841.50943396226,1468.0000000000002
73841.6603773585,789.0
73842.41509433962,148.0
73842.56603773584,540.0
73842.71698113208,398.0
73843.77358490566,5.0
73844.22641509434,64.0
73844.37735849057,359.0
73844.52830188679,624.0
73844.67924528301,657.0
73844.83018867925,410.0
73844.98113207547,33.0
73845.43396226416,26.0
73845.58490566038,311.0
73845.7358490566,420.0
73845.88679245283,275.0
73846.7924528302,67.0
73846.94339622642,72.0
73847.69811320755,35.0
73847.84905660378,74.0
73848.0,62.0
73848.15094339622,21.0
73849.05660377358,5.999999999999999
73849.2075471698,5.0
73850.11320754717,54.0
73850.2641509434,108.0
73850.41509433962,97.0
