time_rel(sec),velocity(m/s)
26111.54716981132,3499.0
26111.69811320755,1309.0
26111.849056603773,1065.0
26112.0,2666.0
26112.150943396227,4452.0
26112.30188679245,4472.0
26112.45283018868,1904.0000000000002
26113.66037735849,302.0
26114.56603773585,1260.0
26114.716981132075,3549.9999999999995
26114.867924528306,5942.0
26115.01886792453,7331.0
26115.16981132076,6623.0
26115.32075471698,3529.0
26116.07547169812,318.0
26116.22641509434,4371.0
26116.377358490565,6066.0
26116.528301886792,4649.0
26116.67924528302,1157.0
26118.33962264151,391.0
26118.490566037737,4025.0
26118.64150943396,5780.0
26118.79245283019,5014.0
26118.943396226416,2548.0
26119.094339622643,210.0
26119.39622641509,1497.0
26119.54716981132,4344.0
26119.69811320755,5987.0
26119.849056603773,4581.0
26120.0,76.0
26120.754716981133,3088.0
26120.90566037736,6695.0
26121.056603773584,5696.0
26121.20754716981,1024.0
26121.81132075472,2740.0
26121.962264150945,6826.0
26122.11320754717,6637.0
26122.2641509434,2214.0
26123.01886792453,4494.0
26123.16981132076,6079.0
26123.32075471698,3780.0
26124.98113207547,3884.0
26125.13207547169,6512.999999999999
26125.283018867925,5966.0
26125.43396226415,2614.0
26126.03773584905,1544.0
26126.18867924528,5596.0
26126.33962264151,7434.0
26126.490566037737,5759.0
26126.64150943396,1158.0
26127.54716981132,3558.9999999999995
26127.69811320755,4958.0
26127.849056603773,3395.9999999999995
26128.0,187.0
26128.603773584902,1790.0
26128.754716981133,3860.0000000000005
26128.90566037736,3812.9999999999995
26129.056603773584,1827.0000000000002
26130.56603773585,712.0
26130.716981132075,3280.0000000000005
26130.867924528306,4609.0
26131.01886792453,4073.0000000000005
26131.16981132076,2262.0
26131.32075471698,570.0
26131.471698113208,207.99999999999997
26131.622641509435,1332.0
26131.77358490566,2910.0
26131.924528301886,3404.9999999999995
26132.07547169812,1797.0
26133.13207547169,471.0
26133.283018867925,3223.0
26133.43396226415,4569.0
26133.584905660377,4901.0
26133.735849056604,4920.0
26133.88679245283,5066.0
26134.03773584905,5198.0
26134.18867924528,4738.0
26134.33962264151,3159.0
26134.490566037737,512.0
26135.39622641509,1186.0
26135.54716981132,1669.0
26135.69811320755,598.0
26136.603773584902,550.0
26136.754716981133,288.0
26137.66037735849,129.0
26137.81132075472,3722.0000000000005
26137.962264150945,6959.999999999999
26138.11320754717,8810.0
26138.2641509434,8704.0
26138.415094339623,6840.0
26138.56603773585,4112.0
26138.716981132075,1628.0
26138.867924528306,70.0
26141.13207547169,1007.0000000000001
26141.283018867925,4250.0
26141.43396226415,6170.0
26141.584905660377,6096.0
26141.735849056604,4501.0
26141.88679245283,2519.0
26142.03773584905,1112.0
26142.18867924528,525.0
26142.33962264151,371.0
26142.490566037737,147.0
26144.150943396227,1514.0
26144.30188679245,3065.0
26144.45283018868,3336.0
26144.603773584902,2422.0
26144.754716981133,1107.0
26144.90566037736,314.0
26145.056603773584,511.0
26145.20754716981,1472.0
26145.35849056604,2501.0
26145.509433962263,2881.0
26145.66037735849,2203.0
26145.81132075472,449.0
26146.867924528306,487.0
26147.01886792453,4248.0
26147.16981132076,5873.0
26147.32075471698,4876.0
26147.471698113208,2242.0
26147.924528301886,990.0000000000001
26148.07547169812,3250.9999999999995
26148.22641509434,4126.0
26148.377358490565,2387.0
26149.13207547169,297.0
26149.283018867925,4505.0
26149.43396226415,6081.0
26149.584905660377,4322.0
26149.735849056604,616.0
26150.33962264151,2666.0
26150.490566037737,4618.0
26150.64150943396,3440.0
26151.54716981132,2647.0
26151.69811320755,6367.0
26151.849056603773,6380.0
26152.0,2951.0
26152.603773584902,487.0
26152.754716981133,5078.0
26152.90566037736,7169.0
26153.056603773584,5063.0
26153.962264150945,911.0
26154.11320754717,4204.0
26154.2641509434,4228.0
26154.415094339623,1761.0
26155.16981132076,2009.0
26155.32075471698,3617.9999999999995
26155.471698113208,4537.0
26155.622641509435,4996.0
26155.77358490566,5067.0
26155.924528301886,4523.0
26156.07547169812,3170.0
26156.22641509434,1288.0
26157.88679245283,1192.0
26158.03773584905,5120.0
26158.18867924528,5765.0
26158.33962264151,2962.0
26159.094339622643,1699.0000000000002
26159.245283018867,6110.0
26159.39622641509,8379.0
26159.54716981132,7788.000000000001
26159.69811320755,4982.0
26159.849056603773,1533.0
26160.30188679245,27.0
26160.45283018868,1824.9999999999998
26160.603773584902,2420.0
26160.754716981133,792.0
26161.66037735849,1982.0
26161.81132075472,4334.0
26161.962264150945,3375.0
26162.716981132075,672.0
26162.867924528306,3984.9999999999995
26163.01886792453,5075.0
26163.16981132076,3683.0
26163.32075471698,1109.0
26163.924528301886,809.0
26164.07547169812,948.0000000000001
26164.22641509434,91.0
26164.830188679247,759.0
26164.98113207547,1559.0
26165.13207547169,1448.0
26165.283018867925,769.0
26165.43396226415,356.0
26165.584905660377,793.0
26165.735849056604,1872.0
26165.88679245283,2725.0
26166.03773584905,2545.0
26166.18867924528,1298.0
26166.79245283019,364.0
26166.943396226416,39.0
26168.0,2657.0
26168.150943396227,5481.0
26168.30188679245,4940.0
26168.45283018868,2112.0
26168.90566037736,50.0
26169.056603773584,3106.0
26169.20754716981,5869.0
26169.35849056604,7077.0
26169.509433962263,6521.0
26169.66037735849,4834.0
26169.81132075472,2842.0
26169.962264150945,1074.0
26171.77358490566,177.0
26171.924528301886,3909.0
26172.07547169812,4985.0
26172.22641509434,3107.0
26172.830188679247,2042.0
26172.98113207547,5260.0
26173.13207547169,6357.0
26173.283018867925,4744.0
26173.43396226415,1803.0
26173.88679245283,540.0
26174.03773584905,626.0
26175.094339622643,4817.0
26175.245283018867,6285.0
26175.39622641509,3579.0000000000005
26176.150943396227,4372.0
26176.30188679245,6829.0
26176.45283018868,6265.0
26176.603773584902,3624.9999999999995
26176.754716981133,924.0
26177.20754716981,726.0
26177.35849056604,778.0
26178.2641509434,102.00000000000001
26179.01886792453,1074.0
26179.16981132076,1497.0
26179.32075471698,633.0
26179.924528301886,538.0
26180.07547169812,1640.0000000000002
26180.22641509434,496.0
26181.13207547169,4822.0
26181.283018867925,7258.000000000001
26181.43396226415,5577.0
26181.584905660377,1457.0
26182.03773584905,684.0
26182.18867924528,4254.0
26182.33962264151,5841.0
26182.490566037737,4374.0
26182.64150943396,1144.0
26183.094339622643,1411.0
26183.245283018867,4295.0
26183.39622641509,5257.0
26183.54716981132,3382.0000000000005
26185.056603773584,1338.0
26185.20754716981,2740.0
26185.35849056604,2701.0
26185.509433962263,1533.0
26185.66037735849,246.0
26185.962264150945,536.0
26186.11320754717,1857.0
26186.2641509434,2983.0
26186.415094339623,3492.0
26186.56603773585,3544.0
26186.716981132075,3520.0
26186.867924528306,3501.0
26187.01886792453,3132.9999999999995
26187.16981132076,2026.0
26187.32075471698,300.0
26187.924528301886,118.0
26188.07547169812,931.0
26188.22641509434,561.0
26190.03773584905,3688.0000000000005
26190.18867924528,4866.0
26190.33962264151,2851.0
26190.943396226416,86.0
26191.094339622643,3626.9999999999995
26191.245283018867,5424.0
26191.39622641509,4548.0
26191.54716981132,1985.0
26192.0,551.0
26192.150943396227,1972.0000000000002
26192.30188679245,2064.0
26192.45283018868,532.0
26193.056603773584,787.0
26193.20754716981,1864.0
26193.35849056604,651.0
26194.11320754717,2701.0
26194.2641509434,6726.0
26194.415094339623,7280.0
26194.56603773585,4211.0
26195.16981132076,788.0
26195.32075471698,3413.9999999999995
26195.471698113208,2911.0
26196.377358490565,1638.9999999999998
26196.528301886792,4782.0
26196.67924528302,4341.0
26196.830188679247,1612.9999999999998
26197.283018867925,280.0
26197.43396226415,1716.0000000000002
26197.584905660377,1463.0
26198.18867924528,1428.0
26198.33962264151,5433.0
26198.490566037737,7471.0
26198.64150943396,5759.0
26198.79245283019,1043.0
26199.39622641509,542.0
26199.54716981132,3753.0
26199.69811320755,3558.9999999999995
26199.849056603773,64.0
26200.603773584902,3898.0
26200.754716981133,5611.0
26200.90566037736,3922.0
26201.056603773584,191.0
26201.66037735849,1557.0
26201.81132075472,4359.0
26201.962264150945,4715.0
26202.11320754717,2154.0
26203.01886792453,2175.0
26203.16981132076,6329.999999999999
26203.32075471698,7280.0
26203.471698113208,4816.0
26203.622641509435,637.0
26204.07547169812,144.0
26204.22641509434,4128.0
26204.377358490565,6269.0
26204.528301886792,4671.0
26205.43396226415,2822.0
26205.584905660377,6192.0
26205.735849056604,6031.0
26205.88679245283,3286.0
26206.03773584905,316.0
26206.33962264151,234.0
26206.490566037737,2183.0
26206.64150943396,3085.0
26206.79245283019,1853.0000000000002
26208.30188679245,1760.0
26208.45283018868,3834.0
26208.603773584902,4773.0
26208.754716981133,4075.0
26208.90566037736,2462.0
26209.056603773584,1481.0
26209.20754716981,2286.0
26209.35849056604,4530.0
26209.509433962263,6328.0
26209.66037735849,5495.0
26209.81132075472,1250.0
26210.716981132075,3803.0
26210.867924528306,4732.0
26211.01886792453,1729.0
26211.77358490566,3223.0
26211.924528301886,5775.0
26212.07547169812,5518.0
26212.22641509434,3293.0
26212.377358490565,886.0
26212.830188679247,577.0
26212.98113207547,885.0
26213.13207547169,421.0
26214.64150943396,29.0
26214.79245283019,4.0
26215.39622641509,222.00000000000003
26215.54716981132,500.0
26215.69811320755,171.0
26216.603773584902,1355.0
26216.754716981133,2534.0
26216.90566037736,2369.0
26217.056603773584,1089.0
26217.66037735849,687.0
26217.81132075472,2157.0
26217.962264150945,2880.0
26218.11320754717,2495.0
26218.2641509434,1280.0
26219.01886792453,492.0
26219.16981132076,408.00000000000006
26220.22641509434,589.0
26220.377358490565,1446.0
26220.528301886792,1060.0
26221.283018867925,615.0
26221.43396226415,1918.0
26221.584905660377,2536.0
26221.735849056604,2373.0
26221.88679245283,1765.9999999999998
26222.03773584905,1194.0
26222.18867924528,971.0
26222.33962264151,1126.0
26222.490566037737,1483.0
26222.64150943396,1820.0
26222.79245283019,1961.9999999999998
26222.943396226416,1807.9999999999998
26223.094339622643,1338.0
26223.245283018867,654.0
26225.056603773584,2865.0
26225.20754716981,6916.0
26225.35849056604,7431.0
26225.509433962263,4412.0
26226.11320754717,1880.0
26226.2641509434,6469.999999999999
26226.415094339623,8451.0
26226.56603773585,6094.0
26226.716981132075,356.0
26227.471698113208,2858.0
26227.622641509435,5014.0
26227.77358490566,3307.0
26228.528301886792,640.0
26228.67924528302,3989.0
26228.830188679247,5053.0
26228.98113207547,3731.0000000000005
26229.13207547169,1317.0
26229.584905660377,179.0
26229.735849056604,1423.0
26229.88679245283,1859.9999999999998
26230.03773584905,1156.0
26230.79245283019,901.0000000000001
26230.943396226416,1244.0
26231.094339622643,408.00000000000006
26232.90566037736,3056.0
26233.056603773584,5219.0
26233.20754716981,4897.0
26233.35849056604,2349.0
26233.962264150945,2847.0
26234.11320754717,5315.0
26234.2641509434,4960.0
26234.415094339623,1524.0
26235.16981132076,1811.0
26235.32075471698,4398.0
26235.471698113208,4145.0
26235.622641509435,1794.0
26236.22641509434,439.0
26236.377358490565,1923.0
26236.528301886792,2616.0
26236.67924528302,2571.0
26236.830188679247,2034.0
26236.98113207547,946.0
26238.03773584905,1709.0
26238.18867924528,4480.0
26238.33962264151,4124.0
26238.490566037737,1122.0
26239.094339622643,796.0
26239.245283018867,4209.0
26239.39622641509,5652.0
26239.54716981132,4600.0
26239.69811320755,2082.0
26240.30188679245,574.0
26240.45283018868,1180.0
26240.603773584902,858.0000000000001
26241.35849056604,509.0
26241.509433962263,1240.0
26241.66037735849,1416.0
26241.81132075472,1004.0
26241.962264150945,288.0
26242.415094339623,246.0
26242.56603773585,984.9999999999999
26242.716981132075,1147.0
26242.867924528306,58.0
26243.77358490566,1889.0
26243.924528301886,5313.0
26244.07547169812,5633.0
26244.22641509434,2461.0
26245.13207547169,4784.0
26245.283018867925,7815.999999999999
26245.43396226415,7872.999999999999
26245.584905660377,5589.0
26245.735849056604,2453.0
26246.33962264151,882.9999999999999
26246.490566037737,2938.0
26246.64150943396,4467.0
26246.79245283019,4454.0
26246.943396226416,2269.0
26247.849056603773,1850.0
26248.0,6261.0
26248.150943396227,7042.0
26248.30188679245,4077.0
26249.056603773584,2818.0
26249.20754716981,3549.0
26249.35849056604,644.0
26250.2641509434,4066.0
26250.415094339623,5173.0
26250.56603773585,2966.0
26251.16981132076,1114.0
26251.32075471698,4370.0
26251.471698113208,5862.0
26251.622641509435,4909.0
26251.77358490566,2519.0
26251.924528301886,565.0
26252.07547169812,409.0
26252.22641509434,1940.0
26252.377358490565,3674.0
26252.528301886792,3854.0
26252.67924528302,1762.0
26253.43396226415,888.0000000000001
26253.584905660377,2317.0
26253.735849056604,445.0
26254.64150943396,4621.0
26254.79245283019,7117.999999999999
26254.943396226416,5397.0
26255.094339622643,1267.0
26255.54716981132,746.0
26255.69811320755,4646.0
26255.849056603773,6820.0
26256.0,6099.0
26256.150943396227,3460.0
26256.30188679245,1000.0
26256.45283018868,125.0
26256.603773584902,434.99999999999994
26256.754716981133,185.0
26257.81132075472,4558.0
26257.962264150945,6236.0
26258.11320754717,4178.0
26258.2641509434,304.0
26258.716981132075,160.0
26258.867924528306,3814.0
26259.01886792453,6364.0
26259.16981132076,6700.0
26259.32075471698,4993.0
26259.471698113208,2171.0
26260.528301886792,1553.0
26260.67924528302,2578.0
26260.830188679247,1346.0
26261.735849056604,2574.0
26261.88679245283,4435.0
26262.03773584905,4130.0
26262.18867924528,2364.0
26262.33962264151,426.0
26262.943396226416,606.0
26263.094339622643,1400.0
26263.245283018867,1978.0
26263.39622641509,2072.0
26263.54716981132,1389.0
26264.45283018868,978.0
26264.603773584902,1750.0000000000002
26264.754716981133,1298.0
26264.90566037736,302.0
26265.20754716981,193.0
26265.35849056604,799.0000000000001
26265.509433962263,411.0
26266.2641509434,983.0
26266.415094339623,5583.0
26266.56603773585,7677.000000000001
26266.716981132075,5972.0
26266.867924528306,1684.0
26267.471698113208,1088.0
26267.622641509435,1868.9999999999998
26268.528301886792,1397.0
26268.67924528302,4982.0
26268.830188679247,4951.0
26268.98113207547,1846.0
26269.735849056604,3098.0
26269.88679245283,4795.0
26270.03773584905,4645.0
26270.18867924528,3416.0000000000005
26270.33962264151,2289.0
26270.490566037737,1993.0
26270.64150943396,2401.0
26270.79245283019,2765.0
26270.943396226416,2353.0
26271.094339622643,1030.0
26271.69811320755,821.0
26271.849056603773,2470.0
26272.0,2442.0
26273.056603773584,1190.0
26273.20754716981,2899.0
26273.35849056604,923.0
26273.962264150945,2000.0
26274.11320754717,8680.0
26274.2641509434,12594.0
26274.415094339623,11332.0
26274.56603773585,5455.0
26275.32075471698,276.0
26275.471698113208,3902.0
26275.622641509435,4981.0
26275.77358490566,3807.0
26275.924528301886,1739.0
26276.07547169812,124.0
26276.528301886792,302.0
26276.67924528302,532.0
26276.830188679247,274.0
26278.18867924528,1510.0
26278.33962264151,3350.0
26278.490566037737,3614.0
26278.64150943396,2449.0
26278.79245283019,795.0
26279.094339622643,652.0
26279.245283018867,2856.0
26279.39622641509,5313.0
26279.54716981132,6333.999999999999
26279.69811320755,4726.0
26279.849056603773,615.0
26280.754716981133,4544.0
26280.90566037736,6276.0
26281.056603773584,4540.0
26281.20754716981,651.0
26281.81132075472,2881.0
26281.962264150945,6609.0
26282.11320754717,7342.999999999999
26282.2641509434,4284.0
26283.32075471698,2748.0
26283.471698113208,3265.0
26283.622641509435,2129.0
26283.77358490566,731.0
26283.924528301886,13.999999999999998
26284.830188679247,509.0
26284.98113207547,3879.0
26285.13207547169,6578.000000000001
26285.283018867925,6750.0
26285.43396226415,4004.0
26286.18867924528,37.0
26287.094339622643,1615.0000000000002
26287.245283018867,5110.0
26287.39622641509,4954.0
26287.54716981132,1348.0
26288.150943396227,1654.9999999999998
26288.30188679245,5343.0
26288.45283018868,5990.0
26288.603773584902,3714.0
26288.754716981133,727.0
26289.056603773584,170.0
26289.20754716981,1568.0
26289.35849056604,1403.0
26290.11320754717,1309.0
26290.2641509434,5606.0
26290.415094339623,6701.0
26290.56603773585,3998.0
26291.32075471698,2006.0000000000002
26291.471698113208,1795.0
26292.377358490565,16.0
26292.528301886792,3836.0
26292.67924528302,4840.0
26292.830188679247,3398.0000000000005
26292.98113207547,1092.0
26293.43396226415,1111.0
26293.584905660377,3259.9999999999995
26293.735849056604,5214.0
26293.88679245283,6275.0
26294.03773584905,5966.0
26294.18867924528,4107.0
26294.33962264151,1013.0
26295.094339622643,492.0
26295.245283018867,3350.0
26295.39622641509,4177.0
26295.54716981132,2639.0
26296.30188679245,1554.0
26296.45283018868,3352.0
26296.603773584902,3041.0
26296.754716981133,520.0
26297.962264150945,2511.0
26298.11320754717,4607.0
26298.2641509434,4981.0
26298.415094339623,3682.0
26298.56603773585,1620.0
26298.716981132075,273.0
26298.867924528306,865.0
26299.01886792453,3481.9999999999995
26299.16981132076,6759.999999999999
26299.32075471698,8535.0
26299.471698113208,7149.999999999999
26299.622641509435,2641.0
26300.377358490565,148.0
26300.528301886792,4080.0000000000005
26300.67924528302,5372.0
26300.830188679247,4003.0000000000005
26300.98113207547,1372.0
26303.094339622643,684.0
26303.245283018867,3660.9999999999995
26303.39622641509,5723.0
26303.54716981132,5878.0
26303.69811320755,4389.0
26303.849056603773,2676.0
26304.0,2227.0
26304.150943396227,3317.0
26304.30188679245,4614.0
26304.45283018868,4126.0
26304.603773584902,861.0
26305.35849056604,1709.0
26305.509433962263,5870.0
26305.66037735849,5786.0
26305.81132075472,1726.0
26306.415094339623,488.0
26306.56603773585,4864.0
26306.716981132075,5757.0
26306.867924528306,2385.0
26307.77358490566,4114.0
26307.924528301886,6250.0
26308.07547169812,6061.0
26308.22641509434,4703.0
26308.377358490565,3382.0000000000005
26308.528301886792,2525.0
26308.67924528302,1753.0
26308.830188679247,488.0
26310.03773584905,1417.0
26310.18867924528,1989.0000000000002
26310.33962264151,1383.0
26310.943396226416,157.0
26311.094339622643,3243.0
26311.245283018867,6081.0
26311.39622641509,6709.0
26311.54716981132,4125.0
26312.45283018868,4645.0
26312.603773584902,6868.000000000001
26312.754716981133,5350.0
26312.90566037736,1480.0
26313.66037735849,831.9999999999999
26314.867924528306,2117.0
26315.01886792453,3247.0
26315.16981132076,3470.0
26315.32075471698,3117.0
26315.471698113208,2547.0
26315.622641509435,2242.0
26315.77358490566,2783.0
26315.924528301886,4491.0
26316.07547169812,6905.0
26316.22641509434,8667.0
26316.377358490565,8179.0
26316.528301886792,4763.0
26317.43396226415,1695.0
26317.584905660377,111.99999999999999
26318.490566037737,1874.0
26318.64150943396,7113.999999999999
26318.79245283019,7906.000000000001
26318.943396226416,5252.0
26319.094339622643,1914.0
26319.245283018867,364.0
26319.39622641509,1275.0
26319.54716981132,3522.9999999999995
26319.69811320755,5420.0
26319.849056603773,6045.0
26320.0,5614.0
26320.150943396227,4793.0
26320.30188679245,3747.0000000000005
26320.45283018868,1904.0000000000002
26321.509433962263,4776.0
26321.66037735849,6540.0
26321.81132075472,4196.0
26322.56603773585,3846.9999999999995
26322.716981132075,6185.0
26322.867924528306,4514.0
26323.77358490566,2327.0
26323.924528301886,5522.0
26324.07547169812,5648.0
26324.22641509434,3411.0
26324.377358490565,640.0
26324.830188679247,300.0
26324.98113207547,1127.0
26325.13207547169,629.0
26326.03773584905,1730.0
26326.18867924528,3771.9999999999995
26326.33962264151,4022.0
26326.490566037737,2691.0
26326.64150943396,899.9999999999999
26326.943396226416,419.0
26327.094339622643,1833.9999999999998
26327.245283018867,2888.0
26327.39622641509,2348.0
26328.30188679245,702.0
26328.45283018868,4033.0
26328.603773584902,4738.0
26328.754716981133,2326.0
26329.509433962263,1358.0
26329.66037735849,5816.0
26329.81132075472,7448.0
26329.962264150945,5499.0
26330.11320754717,1254.0
26330.716981132075,0.0
26330.867924528306,2776.0
26331.01886792453,3712.0
26331.16981132076,2692.0
26331.32075471698,838.0
26331.924528301886,542.0
26332.07547169812,552.0
26332.22641509434,193.0
26333.735849056604,2123.0
26333.88679245283,5312.0
26334.03773584905,5275.0
26334.18867924528,2482.0
26334.79245283019,2838.0
26334.943396226416,6614.0
26335.094339622643,8368.0
26335.245283018867,7388.0
26335.39622641509,4590.0
26335.54716981132,1750.0000000000002
26335.69811320755,291.0
26335.849056603773,473.0
26336.0,1407.0
26336.150943396227,1776.0000000000002
26336.30188679245,701.0
26337.66037735849,604.0
26337.81132075472,2428.0
26337.962264150945,3230.0000000000005
26338.11320754717,3121.0
26338.2641509434,2627.0
26338.415094339623,2481.0
26338.56603773585,3187.0000000000005
26338.716981132075,4607.0
26338.867924528306,5864.0
26339.01886792453,5774.0
26339.16981132076,3605.0
26340.07547169812,691.0
26340.22641509434,3292.0
26340.377358490565,3458.0
26340.528301886792,1610.0
26341.13207547169,206.00000000000003
26341.283018867925,861.9999999999999
26341.43396226415,40.0
26342.03773584905,780.0
26342.18867924528,4254.0
26342.33962264151,6425.0
26342.490566037737,6032.0
26342.64150943396,3302.9999999999995
26344.45283018868,203.0
26344.603773584902,2441.0
26344.754716981133,3503.0
26344.90566037736,3334.0
26345.056603773584,2565.0
26345.20754716981,2076.0
26345.35849056604,2398.0
26345.509433962263,3302.9999999999995
26345.66037735849,3895.0
26345.81132075472,3191.9999999999995
26345.962264150945,873.0
26346.716981132075,430.99999999999994
26346.867924528306,3658.9999999999995
26347.01886792453,4862.0
26347.16981132076,3630.0
26347.32075471698,1010.0
26347.924528301886,1207.0
26348.07547169812,1908.0
26348.22641509434,657.0
26349.13207547169,986.0000000000001
26349.283018867925,3698.0
26349.43396226415,4421.0
26349.584905660377,3193.0
26349.735849056604,1096.0
26350.18867924528,1776.0000000000002
26350.33962264151,4000.9999999999995
26350.490566037737,4768.0
26350.64150943396,2895.0
26351.54716981132,1629.0
26351.69811320755,4591.0
26351.849056603773,4138.0
26352.0,963.9999999999999
26352.603773584902,1206.0
26352.754716981133,4648.0
26352.90566037736,6085.0
26353.056603773584,5117.0
26353.20754716981,2736.0
26353.35849056604,373.0
26354.415094339623,1417.0
26354.56603773585,2798.0
26354.716981132075,2622.0
26354.867924528306,818.0
26355.471698113208,1504.0
26355.622641509435,2854.0
26355.77358490566,1223.0
26356.67924528302,5386.0
26356.830188679247,7675.0
26356.98113207547,5494.0
26357.13207547169,1020.0000000000001
26357.584905660377,903.9999999999999
26357.735849056604,3805.9999999999995
26357.88679245283,3952.0
26358.03773584905,976.0
26358.64150943396,2471.0
26358.79245283019,6319.0
26358.943396226416,6655.999999999999
26359.094339622643,3270.0
26360.754716981133,3259.0
26360.90566037736,6339.0
26361.056603773584,5669.0
26361.20754716981,1640.0000000000002
26361.81132075472,1372.0
26361.962264150945,6144.0
26362.11320754717,7796.0
26362.2641509434,5187.0
26363.16981132076,2761.0
26363.32075471698,4260.0
26363.471698113208,2859.0
26363.622641509435,48.0
26364.22641509434,1858.0
26364.377358490565,2470.0
26364.528301886792,1349.0
26365.13207547169,1950.0
26365.283018867925,4121.0
26365.43396226415,4681.0
26365.584905660377,3157.9999999999995
26365.735849056604,238.00000000000003
26366.943396226416,735.0
26367.094339622643,2869.0
26367.245283018867,3547.9999999999995
26367.39622641509,2708.0
26367.54716981132,1215.0
26367.69811320755,281.0
26367.849056603773,545.0
26368.0,1595.0
26368.150943396227,2354.0
26368.30188679245,2060.0
26368.45283018868,982.0000000000001
26368.603773584902,240.99999999999997
26368.754716981133,814.0
26368.90566037736,2562.0
26369.056603773584,4155.0
26369.20754716981,4048.0
26369.35849056604,1767.0000000000002
26370.11320754717,437.0
26370.2641509434,1266.0
26371.16981132076,1499.0
26371.32075471698,1970.9999999999998
26371.471698113208,419.0
26372.22641509434,1497.0
26372.377358490565,2319.0
26372.528301886792,1552.0
26372.67924528302,40.0
26373.13207547169,138.0
26373.283018867925,1186.0
26373.43396226415,1561.0
26373.584905660377,1206.0
26373.735849056604,656.0
26373.88679245283,533.0
26374.03773584905,1052.0
26374.18867924528,1901.0
26374.33962264151,2538.0
26374.490566037737,2618.0
26374.64150943396,2212.0
26374.79245283019,1682.0000000000002
26374.943396226416,1369.0
26375.094339622643,1339.0
26375.245283018867,1372.0
26375.39622641509,1127.0
26375.54716981132,345.0
26376.90566037736,1182.0
26377.056603773584,3825.0
26377.20754716981,4576.0
26377.35849056604,3533.0
26377.509433962263,1790.0
26377.66037735849,795.0
26377.81132075472,1378.0
26377.962264150945,3115.0
26378.11320754717,4524.0
26378.2641509434,4064.0000000000005
26378.415094339623,1315.0
26379.16981132076,3264.0000000000005
26379.32075471698,6523.0
26379.471698113208,6385.0
26379.622641509435,3028.0
26380.22641509434,835.9999999999999
26380.377358490565,4720.0
26380.528301886792,5984.0
26380.67924528302,3409.0
26381.584905660377,1260.0
26381.735849056604,4067.0
26381.88679245283,4034.0
26382.03773584905,1951.0
26383.54716981132,2525.0
26383.69811320755,5797.0
26383.849056603773,7087.0
26384.0,5511.0
26384.150943396227,1951.0
26384.754716981133,2710.0
26384.90566037736,4531.0
26385.056603773584,3016.0
26385.962264150945,1494.0
26386.11320754717,4392.0
26386.2641509434,3568.0000000000005
26386.415094339623,143.0
26387.01886792453,1376.0
26387.16981132076,4720.0
26387.32075471698,6195.0
26387.471698113208,5602.0
26387.622641509435,3832.0
26387.77358490566,2043.0
26387.924528301886,929.9999999999999
26388.07547169812,548.0
26388.22641509434,598.0
26388.377358490565,771.0
